age,education,jobclass,health,health_ins,wage
18,2. HS Grad,1. Industrial,2. >=Very Good,2. No,73.77574327
63,5. Advanced Degree,2. Information,1. <=Good,2. No,267.9010869
43,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,119.7408513
44,4. College Grad,2. Information,2. >=Very Good,1. Yes,141.7751723
53,3. Some College,2. Information,1. <=Good,1. Yes,128.2526611
58,1. < HS Grad,2. Information,1. <=Good,1. Yes,90.48191336
23,4. College Grad,1. Industrial,2. >=Very Good,2. No,76.89360252
50,4. College Grad,2. Information,2. >=Very Good,1. Yes,127.1157438
35,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.8843593
38,5. Advanced Degree,2. Information,1. <=Good,1. Yes,200.5432623
36,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.98103279
32,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
56,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,268.266292
41,3. Some College,2. Information,2. >=Very Good,2. No,87.98103279
40,2. HS Grad,1. Industrial,1. <=Good,2. No,99.6894637
26,4. College Grad,1. Industrial,2. >=Very Good,2. No,82.6796373
26,2. HS Grad,2. Information,2. >=Very Good,1. Yes,130.9821774
47,4. College Grad,2. Information,2. >=Very Good,1. Yes,108.8745258
25,4. College Grad,2. Information,2. >=Very Good,2. No,54.59815003
58,3. Some College,2. Information,1. <=Good,2. No,309.5717713
57,2. HS Grad,2. Information,2. >=Very Good,2. No,82.68239934
30,1. < HS Grad,2. Information,2. >=Very Good,2. No,59.62864555
44,4. College Grad,2. Information,2. >=Very Good,1. Yes,166.3249412
29,2. HS Grad,1. Industrial,2. >=Very Good,2. No,79.85490031
51,4. College Grad,1. Industrial,1. <=Good,2. No,118.8843593
37,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,92.89584479
67,5. Advanced Degree,2. Information,1. <=Good,1. Yes,160.6424754
34,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,70.47601965
50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,120.5894365
38,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,160.6424754
55,4. College Grad,2. Information,2. >=Very Good,1. Yes,171.7651326
27,3. Some College,1. Industrial,1. <=Good,1. Yes,120.5894365
39,3. Some College,1. Industrial,2. >=Very Good,1. Yes,134.7053751
54,3. Some College,1. Industrial,1. <=Good,1. Yes,148.4131591
55,5. Advanced Degree,2. Information,1. <=Good,1. Yes,129.4536446
49,3. Some College,2. Information,1. <=Good,2. No,134.7053751
42,1. < HS Grad,1. Industrial,1. <=Good,2. No,56.90553914
39,4. College Grad,1. Industrial,2. >=Very Good,2. No,87.98103279
32,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,68.11199407
39,3. Some College,1. Industrial,2. >=Very Good,1. Yes,128.6804882
50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.7053751
47,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.07271475
40,3. Some College,1. Industrial,2. >=Very Good,2. No,87.98103279
51,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593
28,3. Some College,1. Industrial,2. >=Very Good,2. No,68.74808773
53,3. Some College,1. Industrial,2. >=Very Good,1. Yes,94.07271475
54,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593
51,4. College Grad,2. Information,2. >=Very Good,1. Yes,91.69922611
33,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,134.7053751
55,4. College Grad,1. Industrial,2. >=Very Good,2. No,127.1157438
44,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,100.7642728
30,3. Some College,1. Industrial,2. >=Very Good,1. Yes,105.9278108
40,5. Advanced Degree,2. Information,1. <=Good,1. Yes,87.98103279
26,2. HS Grad,1. Industrial,1. <=Good,2. No,99.6894637
49,4. College Grad,2. Information,1. <=Good,1. Yes,112.6488963
43,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,163.515864
43,3. Some College,1. Industrial,2. >=Very Good,1. Yes,82.6796373
44,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,79.85490031
32,4. College Grad,1. Industrial,2. >=Very Good,2. No,49.55533812
34,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,152.838801
36,4. College Grad,2. Information,1. <=Good,1. Yes,148.4131591
51,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,101.4020523
42,3. Some College,2. Information,1. <=Good,2. No,95.68881191
60,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,118.8843593
36,2. HS Grad,1. Industrial,1. <=Good,2. No,76.89360252
47,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.8843593
60,3. Some College,2. Information,1. <=Good,1. Yes,138.2991269
22,2. HS Grad,1. Industrial,2. >=Very Good,2. No,54.59815003
41,2. HS Grad,1. Industrial,2. >=Very Good,2. No,65.11085372
56,4. College Grad,1. Industrial,2. >=Very Good,2. No,109.8339856
44,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,73.77574327
49,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,105.9278108
45,4. College Grad,2. Information,2. >=Very Good,1. Yes,116.2653241
25,3. Some College,1. Industrial,2. >=Very Good,2. No,94.07271475
52,3. Some College,1. Industrial,1. <=Good,1. Yes,118.8843593
30,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
29,2. HS Grad,1. Industrial,2. >=Very Good,2. No,104.9215065
23,4. College Grad,2. Information,2. >=Very Good,1. Yes,79.85490031
48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,108.8745258
44,2. HS Grad,2. Information,2. >=Very Good,2. No,109.8339856
62,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438
33,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,151.5914842
51,2. HS Grad,2. Information,1. <=Good,1. Yes,105.9278108
36,5. Advanced Degree,2. Information,2. >=Very Good,2. No,200.5432623
23,2. HS Grad,1. Industrial,1. <=Good,2. No,59.09706408
51,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,68.74808773
47,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,176.9896505
34,2. HS Grad,2. Information,1. <=Good,1. Yes,103.9024706
34,2. HS Grad,2. Information,2. >=Very Good,1. Yes,82.6796373
43,5. Advanced Degree,2. Information,1. <=Good,1. Yes,200.5432623
43,3. Some College,2. Information,2. >=Very Good,1. Yes,101.8243521
40,4. College Grad,1. Industrial,1. <=Good,1. Yes,163.515864
59,2. HS Grad,2. Information,1. <=Good,2. No,104.9215065
53,2. HS Grad,1. Industrial,2. >=Very Good,2. No,109.8339856
32,2. HS Grad,2. Information,2. >=Very Good,1. Yes,104.9215065
48,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,107.9039239
37,5. Advanced Degree,2. Information,2. >=Very Good,2. No,182.020621
20,3. Some College,2. Information,2. >=Very Good,2. No,75.04315402
32,2. HS Grad,2. Information,2. >=Very Good,2. No,61.18752643
40,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,85.38394038
48,3. Some College,2. Information,1. <=Good,1. Yes,123.8237338
43,4. College Grad,2. Information,1. <=Good,1. Yes,176.9896505
56,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,118.8843593
55,5. Advanced Degree,2. Information,2. >=Very Good,2. No,268.266292
38,2. HS Grad,1. Industrial,1. <=Good,1. Yes,89.49247952
52,2. HS Grad,1. Industrial,1. <=Good,1. Yes,92.89584479
40,5. Advanced Degree,2. Information,1. <=Good,2. No,127.1157438
29,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,115.3750386
45,4. College Grad,2. Information,2. >=Very Good,1. Yes,130.9836943
39,1. < HS Grad,1. Industrial,1. <=Good,2. No,68.74808773
50,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,182.020621
50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,143.8085568
57,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.7053751
30,2. HS Grad,1. Industrial,1. <=Good,2. No,63.188861
56,3. Some College,2. Information,2. >=Very Good,1. Yes,75.35567932
43,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,176.9906754
43,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065
67,3. Some College,2. Information,1. <=Good,1. Yes,123.0896998
50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,111.7208494
49,3. Some College,2. Information,2. >=Very Good,1. Yes,111.7208494
50,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.98103279
59,4. College Grad,2. Information,2. >=Very Good,1. Yes,144.2107612
51,3. Some College,1. Industrial,2. >=Very Good,1. Yes,117.1468169
39,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,78.3924668
54,3. Some College,1. Industrial,1. <=Good,1. Yes,99.6894637
55,3. Some College,2. Information,2. >=Very Good,1. Yes,123.0896998
45,3. Some College,1. Industrial,2. >=Very Good,2. No,127.1157438
54,3. Some College,2. Information,2. >=Very Good,1. Yes,139.0034081
23,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438
74,4. College Grad,2. Information,1. <=Good,2. No,70.47601965
52,2. HS Grad,1. Industrial,2. >=Very Good,2. No,109.8339856
25,2. HS Grad,1. Industrial,2. >=Very Good,2. No,70.81503862
45,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,70.47601965
37,3. Some College,2. Information,2. >=Very Good,1. Yes,176.9896505
55,3. Some College,1. Industrial,2. >=Very Good,1. Yes,113.5670896
25,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796373
66,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591
47,4. College Grad,2. Information,2. >=Very Good,1. Yes,161.2224955
36,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438
63,2. HS Grad,2. Information,1. <=Good,1. Yes,134.7053751
44,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,160.6424754
37,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,267.9010869
32,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065
43,3. Some College,2. Information,2. >=Very Good,1. Yes,134.7053751
37,4. College Grad,2. Information,2. >=Very Good,1. Yes,123.0896998
26,2. HS Grad,1. Industrial,2. >=Very Good,2. No,66.96164432
39,3. Some College,2. Information,2. >=Very Good,1. Yes,91.69922611
45,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,160.6424754
40,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,136.8763676
51,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,153.4575153
52,2. HS Grad,1. Industrial,2. >=Very Good,2. No,61.18752643
43,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,65.11085372
52,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,114.4757133
50,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,182.020621
54,4. College Grad,2. Information,2. >=Very Good,2. No,114.4757133
28,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,97.49329405
28,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,136.8763676
26,4. College Grad,2. Information,1. <=Good,2. No,97.49329405
45,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.28325328
34,2. HS Grad,2. Information,2. >=Very Good,2. No,73.77574327
73,2. HS Grad,2. Information,1. <=Good,1. Yes,118.8843593
31,2. HS Grad,1. Industrial,1. <=Good,1. Yes,113.5670896
29,3. Some College,1. Industrial,2. >=Very Good,1. Yes,90.48191336
40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,160.6424754
38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,179.5280922
42,3. Some College,1. Industrial,2. >=Very Good,1. Yes,147.7667762
50,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
51,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,59.03285483
40,2. HS Grad,2. Information,2. >=Very Good,1. Yes,107.3160632
25,4. College Grad,2. Information,2. >=Very Good,2. No,49.55533812
47,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,144.4780877
27,3. Some College,2. Information,2. >=Very Good,1. Yes,81.28325328
53,4. College Grad,1. Industrial,1. <=Good,2. No,81.63526865
67,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
40,4. College Grad,2. Information,1. <=Good,1. Yes,130.9821774
44,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,87.98103279
33,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,81.28325328
29,3. Some College,1. Industrial,2. >=Very Good,1. Yes,89.24288466
32,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,114.1133945
27,2. HS Grad,2. Information,2. >=Very Good,1. Yes,104.9215065
40,2. HS Grad,2. Information,2. >=Very Good,1. Yes,112.6488963
36,2. HS Grad,2. Information,2. >=Very Good,2. No,56.90553914
48,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
56,3. Some College,2. Information,2. >=Very Good,1. Yes,118.8843593
24,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,127.1157438
53,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,134.7053751
34,2. HS Grad,1. Industrial,2. >=Very Good,2. No,107.9039239
61,3. Some College,2. Information,2. >=Very Good,2. No,281.7459706
38,2. HS Grad,1. Industrial,2. >=Very Good,2. No,48.18565022
55,4. College Grad,1. Industrial,1. <=Good,1. Yes,127.1157438
70,4. College Grad,2. Information,1. <=Good,2. No,50.35400164
24,2. HS Grad,1. Industrial,1. <=Good,1. Yes,81.28325328
22,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,75.04315402
38,4. College Grad,2. Information,2. >=Very Good,1. Yes,104.9215065
29,3. Some College,1. Industrial,2. >=Very Good,2. No,79.85490031
30,3. Some College,2. Information,2. >=Very Good,1. Yes,130.9821774
38,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,171.7651326
49,3. Some College,2. Information,2. >=Very Good,1. Yes,97.49329405
71,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,98.59934386
32,2. HS Grad,1. Industrial,2. >=Very Good,2. No,84.04595765
40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,299.2629768
32,2. HS Grad,2. Information,2. >=Very Good,1. Yes,70.81503862
33,3. Some College,2. Information,2. >=Very Good,1. Yes,82.6796373
40,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,73.77574327
25,2. HS Grad,2. Information,2. >=Very Good,1. Yes,77.49768139
36,3. Some College,2. Information,1. <=Good,2. No,91.69922611
46,2. HS Grad,1. Industrial,1. <=Good,2. No,141.7751723
59,5. Advanced Degree,2. Information,2. >=Very Good,2. No,93.72167396
49,5. Advanced Degree,1. Industrial,1. <=Good,2. No,143.1349408
41,3. Some College,1. Industrial,2. >=Very Good,1. Yes,91.69922611
42,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,130.9821774
59,3. Some College,2. Information,2. >=Very Good,2. No,87.98103279
27,1. < HS Grad,1. Industrial,1. <=Good,2. No,76.4884434
30,2. HS Grad,1. Industrial,2. >=Very Good,2. No,71.68674367
54,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.98103279
31,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,80.57319971
34,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,163.515864
47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,107.9039239
40,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,133.2323508
29,2. HS Grad,1. Industrial,2. >=Very Good,2. No,73.77574327
58,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,87.98103279
41,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,119.0133452
56,2. HS Grad,2. Information,1. <=Good,1. Yes,102.1270009
52,2. HS Grad,1. Industrial,1. <=Good,1. Yes,136.8763676
53,3. Some College,1. Industrial,1. <=Good,1. Yes,118.8843593
37,2. HS Grad,2. Information,1. <=Good,1. Yes,65.11085372
30,3. Some College,1. Industrial,2. >=Very Good,2. No,94.07271475
35,2. HS Grad,2. Information,2. >=Very Good,1. Yes,138.2991269
40,4. College Grad,1. Industrial,1. <=Good,1. Yes,118.8843593
54,2. HS Grad,1. Industrial,1. <=Good,2. No,79.85490031
22,4. College Grad,2. Information,1. <=Good,1. Yes,63.188861
37,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.7053751
39,2. HS Grad,1. Industrial,2. >=Very Good,2. No,295.99125
62,2. HS Grad,2. Information,1. <=Good,1. Yes,109.8339856
47,3. Some College,2. Information,1. <=Good,1. Yes,104.9215065
51,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,148.4131591
47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894637
28,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
65,2. HS Grad,1. Industrial,1. <=Good,1. Yes,95.68881191
42,2. HS Grad,2. Information,2. >=Very Good,1. Yes,114.4757133
58,2. HS Grad,1. Industrial,1. <=Good,1. Yes,104.9215065
32,3. Some College,2. Information,2. >=Very Good,1. Yes,101.8243521
34,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,146.4628385
49,2. HS Grad,2. Information,2. >=Very Good,2. No,79.85490031
39,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,145.1436012
44,4. College Grad,1. Industrial,1. <=Good,1. Yes,76.40585107
38,3. Some College,1. Industrial,2. >=Very Good,2. No,84.04595765
48,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,115.3750386
47,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,105.9278108
40,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,72.15045568
27,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,79.85490031
42,4. College Grad,2. Information,2. >=Very Good,1. Yes,103.9024706
30,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,88.99237719
31,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,99.6894637
29,4. College Grad,2. Information,2. >=Very Good,1. Yes,112.6488963
53,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,138.2991269
37,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,68.74808773
48,3. Some College,2. Information,2. >=Very Good,2. No,109.31532
56,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591
44,3. Some College,1. Industrial,2. >=Very Good,1. Yes,99.6894637
63,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.0197533
25,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,65.11085372
31,4. College Grad,2. Information,1. <=Good,2. No,94.07271475
51,2. HS Grad,1. Industrial,1. <=Good,1. Yes,98.59934386
25,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,87.98103279
50,3. Some College,2. Information,2. >=Very Good,1. Yes,99.6894637
34,2. HS Grad,1. Industrial,1. <=Good,2. No,108.8745258
20,3. Some College,1. Industrial,2. >=Very Good,1. Yes,82.6796373
30,2. HS Grad,2. Information,2. >=Very Good,1. Yes,89.49247952
40,3. Some College,1. Industrial,1. <=Good,1. Yes,97.49329405
34,2. HS Grad,1. Industrial,1. <=Good,2. No,56.90553914
57,2. HS Grad,2. Information,1. <=Good,1. Yes,65.11085372
42,2. HS Grad,2. Information,1. <=Good,1. Yes,89.49247952
30,3. Some College,1. Industrial,2. >=Very Good,2. No,84.04595765
37,3. Some College,1. Industrial,2. >=Very Good,1. Yes,94.07271475
50,2. HS Grad,1. Industrial,1. <=Good,1. Yes,85.38394038
26,3. Some College,1. Industrial,2. >=Very Good,1. Yes,78.3924668
59,2. HS Grad,2. Information,2. >=Very Good,1. Yes,160.409702
29,3. Some College,1. Industrial,1. <=Good,1. Yes,132.8607653
22,2. HS Grad,2. Information,2. >=Very Good,2. No,87.98103279
54,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,158.1736623
46,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593
51,2. HS Grad,2. Information,2. >=Very Good,1. Yes,101.4020523
35,3. Some College,1. Industrial,2. >=Very Good,2. No,59.09706408
49,2. HS Grad,2. Information,1. <=Good,2. No,85.38394038
53,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,87.98103279
61,3. Some College,1. Industrial,1. <=Good,1. Yes,160.6424754
40,1. < HS Grad,2. Information,2. >=Very Good,2. No,70.47601965
52,1. < HS Grad,2. Information,1. <=Good,2. No,47.74778451
40,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,130.9821774
56,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,85.38394038
39,2. HS Grad,2. Information,2. >=Very Good,2. No,99.6894637
30,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,93.87868349
58,3. Some College,1. Industrial,2. >=Very Good,1. Yes,130.9821774
33,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,167.9811282
51,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,126.0850573
32,4. College Grad,2. Information,2. >=Very Good,1. Yes,148.4131591
50,2. HS Grad,1. Industrial,2. >=Very Good,2. No,132.4878211
26,3. Some College,1. Industrial,2. >=Very Good,2. No,118.8843593
35,1. < HS Grad,1. Industrial,1. <=Good,2. No,109.8339856
31,2. HS Grad,2. Information,2. >=Very Good,1. Yes,102.8702469
31,4. College Grad,2. Information,2. >=Very Good,1. Yes,133.3806077
44,3. Some College,1. Industrial,2. >=Very Good,1. Yes,154.685293
30,2. HS Grad,1. Industrial,2. >=Very Good,2. No,99.6894637
27,1. < HS Grad,1. Industrial,1. <=Good,2. No,66.22940829
27,3. Some College,1. Industrial,2. >=Very Good,1. Yes,87.98103279
55,2. HS Grad,1. Industrial,1. <=Good,1. Yes,90.48191336
